文本,类别,Idclassfier,ifknowdebtor,causedebt,willingtopay,cutdebt,installation,setdueday,对策
我稍后联系你吧,请求等下打来,0,0,0,0,0,0,0,之后重新打
我稍后回给你,请求等下打来,0,0,0,0,0,0,0,之后重新打
我上夜班在休息，晚上联系我,请求等下打来,0,0,0,0,0,0,0,之后重新打
我上夜班在休息,请求等下打来,0,0,0,0,0,0,0,之后重新打
我骑车呢，不方便接电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
我朋友在,请求等下打来,0,0,0,0,0,0,0,之后重新打
我陪领导吃饭,请求等下打来,0,0,0,0,0,0,0,之后重新打
我旁边有人,请求等下打来,0,0,0,0,0,0,0,之后重新打
我目前在开会，待会再说，,请求等下打来,0,0,0,0,0,0,0,之后重新打
我明天找你,请求等下打来,0,0,0,0,0,0,0,之后重新打
我明天给你答复,请求等下打来,0,0,0,0,0,0,0,之后重新打
我明天处理,请求等下打来,0,0,0,0,0,0,0,之后重新打
我明天吧,请求等下打来,0,0,0,0,0,0,0,之后重新打
我们老板来了，我挂了,请求等下打来,0,0,0,0,0,0,0,之后重新打
我没时间跟你聊,请求等下打来,0,0,0,0,0,0,0,之后重新打
我没时间,请求等下打来,0,0,0,0,0,0,0,之后重新打
我没空现在,请求等下打来,0,0,0,0,0,0,0,之后重新打
我没话费了，再见,请求等下打来,0,0,0,0,0,0,0,之后重新打
我忙完了给你回电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
我忙了,请求等下打来,0,0,0,0,0,0,0,之后重新打
我马上要开会了,请求等下打来,0,0,0,0,0,0,0,之后重新打
我马上要出差，你过几天给我打吧,请求等下打来,0,0,0,0,0,0,0,之后重新打
我马上上飞机了,请求等下打来,0,0,0,0,0,0,0,之后重新打
我马上吃饭了,请求等下打来,0,0,0,0,0,0,0,之后重新打
我六点下班你在打电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
我困了,请求等下打来,0,0,0,0,0,0,0,之后重新打
我空了联系,请求等下打来,0,0,0,0,0,0,0,之后重新打
我开会呢,请求等下打来,0,0,0,0,0,0,0,之后重新打
我开车呢,请求等下打来,0,0,0,0,0,0,0,之后重新打
我家里来人了，先挂了,请求等下打来,0,0,0,0,0,0,0,之后重新打
我很忙,请求等下打来,0,0,0,0,0,0,0,之后重新打
我和朋友在一起谈事情,请求等下打来,0,0,0,0,0,0,0,之后重新打
我过一个小时给你回电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
我过四小时给你回电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
我过三小时给你回电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
我过二小时给你回电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
我过班小时会电话给你,请求等下打来,0,0,0,0,0,0,0,之后重新打
我过60分钟给你回电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
我过50分钟给你回电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
我过40分钟给你回电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
我过30分钟给你回电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
我过20分钟给你回电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
我过10分钟给你回电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
我改天再联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
我饿了,请求等下打来,0,0,0,0,0,0,0,之后重新打
我等下联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
我等会找你,请求等下打来,0,0,0,0,0,0,0,之后重新打
我等会再联系你；这里信号不好；稍后联系,请求等下打来,0,0,0,0,0,0,0,之后重新打
我等会再联系你！,请求等下打来,0,0,0,0,0,0,0,之后重新打
我等会去看下,请求等下打来,0,0,0,0,0,0,0,之后重新打
我等会联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
我等会联系,请求等下打来,0,0,0,0,0,0,0,之后重新打
我等会就去,请求等下打来,0,0,0,0,0,0,0,之后重新打
我等会给你过去,请求等下打来,0,0,0,0,0,0,0,之后重新打
我的电话没电了，再联系,请求等下打来,0,0,0,0,0,0,0,之后重新打
我到时候联系你把,请求等下打来,0,0,0,0,0,0,0,之后重新打
我待会再联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
我待会联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
我待会看看吧,请求等下打来,0,0,0,0,0,0,0,之后重新打
我待会打给你,请求等下打来,0,0,0,0,0,0,0,之后重新打
我待还联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
我打麻将呢，等我结束的！,请求等下打来,0,0,0,0,0,0,0,之后重新打
我出去一趟,请求等下打来,0,0,0,0,0,0,0,之后重新打
我吃饭了,请求等下打来,0,0,0,0,0,0,0,之后重新打
我参加聚会呢,请求等下打来,0,0,0,0,0,0,0,之后重新打
我不方便接,请求等下打来,0,0,0,0,0,0,0,之后重新打
我不方便,请求等下打来,0,0,0,0,0,0,0,之后重新打
微信联系我现在忙,请求等下打来,0,0,0,0,0,0,0,之后重新打
微信联系,请求等下打来,0,0,0,0,0,0,0,之后重新打
晚上再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
晚上我打你电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
晚上说,请求等下打来,0,0,0,0,0,0,0,之后重新打
晚上联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
晚上联系,请求等下打来,0,0,0,0,0,0,0,之后重新打
晚上给你答复,请求等下打来,0,0,0,0,0,0,0,之后重新打
晚点说行吗,请求等下打来,0,0,0,0,0,0,0,之后重新打
晚点联系可以吗,请求等下打来,0,0,0,0,0,0,0,之后重新打
晚点联系,请求等下打来,0,0,0,0,0,0,0,之后重新打
天黑了,请求等下打来,0,0,0,0,0,0,0,之后重新打
他在忙，你一会在打过来,请求等下打来,0,0,0,0,0,0,0,之后重新打
他在忙,请求等下打来,0,0,0,0,0,0,0,之后重新打
他在开会,请求等下打来,0,0,0,0,0,0,0,之后重新打
他在开车等会再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
他在开车,请求等下打来,0,0,0,0,0,0,0,之后重新打
他有事出去了,请求等下打来,0,0,0,0,0,0,0,之后重新打
他现在不在，你有事吗,请求等下打来,0,0,0,0,0,0,0,之后重新打
他等会就回来,请求等下打来,0,0,0,0,0,0,0,之后重新打
他本人不在我帮你问一下吧,请求等下打来,0,0,0,0,0,0,0,之后重新打
说什么，晚点说,请求等下打来,0,0,0,0,0,0,0,之后重新打
睡觉,请求等下打来,0,0,0,0,0,0,0,之后重新打
手机有点坏了,请求等下打来,0,0,0,0,0,0,0,之后重新打
手机没电了，,请求等下打来,0,0,0,0,0,0,0,之后重新打
手机没电了,请求等下打来,0,0,0,0,0,0,0,之后重新打
手机坏了,请求等下打来,0,0,0,0,0,0,0,之后重新打
手机放在宿舍了,请求等下打来,0,0,0,0,0,0,0,之后重新打
稍后联系,请求等下打来,0,0,0,0,0,0,0,之后重新打
稍后给你回复,请求等下打来,0,0,0,0,0,0,0,之后重新打
稍等一下,请求等下打来,0,0,0,0,0,0,0,之后重新打
上夜班，在睡觉。等有空联系,请求等下打来,0,0,0,0,0,0,0,之后重新打
上班呢,请求等下打来,0,0,0,0,0,0,0,之后重新打
上班不能玩手机,请求等下打来,0,0,0,0,0,0,0,之后重新打
上班不方便接电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
上班,请求等下打来,0,0,0,0,0,0,0,之后重新打
你用手机给我发个信息吧,请求等下打来,0,0,0,0,0,0,0,之后重新打
你微信联系我,请求等下打来,0,0,0,0,0,0,0,之后重新打
你说拨打的用户，无法接通,请求等下打来,0,0,0,0,0,0,0,之后重新打
你说拨打的用户，无法接听你的电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
你说拨打的用户，他人呢,请求等下打来,0,0,0,0,0,0,0,之后重新打
你说拨打的用户，他,请求等下打来,0,0,0,0,0,0,0,之后重新打
你能那边怎么那么吵,请求等下打来,0,0,0,0,0,0,0,之后重新打
你明天联系我,请求等下打来,1,1,0,0,0,0,0,之后重新打
你明天处理吗,请求等下打来,1,1,0,0,0,0,0,之后重新打
你好。我这边太吵。听不清,请求等下打来,0,0,0,0,0,0,0,之后重新打
你过一会打过来,请求等下打来,0,0,0,0,0,0,0,之后重新打
你等一下打过来,请求等下打来,0,0,0,0,0,0,0,之后重新打
你等下发个信息给我,请求等下打来,0,0,0,0,0,0,0,之后重新打
你等我下班再说吧,请求等下打来,0,0,0,0,0,0,0,之后重新打
你等我忙完的,请求等下打来,0,0,0,0,0,0,0,之后重新打
你等我了解下我再跟你联系,请求等下打来,0,0,0,0,0,0,0,之后重新打
你等我待会联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
你等我打客服问下再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
你等会再打来,请求等下打来,0,0,0,0,0,0,0,之后重新打
你等会再打给我,请求等下打来,0,0,0,0,0,0,0,之后重新打
你等会再打吧,请求等下打来,0,0,0,0,0,0,0,之后重新打
你等会再打,请求等下打来,0,0,0,0,0,0,0,之后重新打
你等会打来在开车,请求等下打来,0,0,0,0,0,0,0,之后重新打
你等会打来,请求等下打来,0,0,0,0,0,0,0,之后重新打
你等会打过来,请求等下打来,0,0,0,0,0,0,0,之后重新打
你等会,请求等下打来,0,0,0,0,0,0,0,之后重新打
你等等。,请求等下打来,0,0,0,0,0,0,0,之后重新打
你待会再打,请求等下打来,0,0,0,0,0,0,0,之后重新打
你待会打过来吧啊,请求等下打来,0,0,0,0,0,0,0,之后重新打
明天联系我吧,请求等下打来,0,0,0,0,0,0,0,之后重新打
明天联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
明天给我来电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
明天的吧,请求等下打来,0,0,0,0,0,0,0,之后重新打
明天打来,请求等下打来,0,0,0,0,0,0,0,之后重新打
明天打给我,请求等下打来,0,0,0,0,0,0,0,之后重新打
明天,请求等下打来,0,0,0,0,0,0,0,之后重新打
忙完了我找你,请求等下打来,0,0,0,0,0,0,0,之后重新打
慢会儿空了再说。,请求等下打来,0,0,0,0,0,0,0,之后重新打
马上在银行,请求等下打来,1,1,0,0,0,0,0,之后重新打
马上就好,请求等下打来,1,1,0,0,0,0,0,之后重新打
马上进电梯了,请求等下打来,1,1,0,0,0,0,0,之后重新打
马上进地下室,请求等下打来,1,1,0,0,0,0,0,之后重新打
马上回来,请求等下打来,1,1,0,0,0,0,0,之后重新打
雷太大，听不清,请求等下打来,0,0,0,0,0,0,0,之后重新打
开完会再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
开会呢,请求等下打来,0,0,0,0,0,0,0,之后重新打
开会,请求等下打来,0,0,0,0,0,0,0,之后重新打
开车在路上不方便,请求等下打来,0,0,0,0,0,0,0,之后重新打
开车呢，待会再打,请求等下打来,0,0,0,0,0,0,0,之后重新打
开车呢,请求等下打来,0,0,0,0,0,0,0,之后重新打
开车了,请求等下打来,0,0,0,0,0,0,0,之后重新打
开车不方便,请求等下打来,0,0,0,0,0,0,0,之后重新打
开车,请求等下打来,0,0,0,0,0,0,0,之后重新打
今天不行，明天吧,请求等下打来,0,0,0,0,0,0,0,之后重新打
今天不方便,请求等下打来,1,1,0,0,0,0,0,之后重新打
火车上面,请求等下打来,1,1,0,0,0,0,0,之后重新打
回家路上,请求等下打来,1,1,0,0,0,0,0,之后重新打
回家联系你,请求等下打来,1,1,0,0,0,0,0,之后重新打
换个地方说。,请求等下打来,0,0,0,0,0,0,0,之后重新打
后天说,请求等下打来,1,1,0,0,0,0,0,之后重新打
后天打我电话,请求等下打来,1,1,0,0,0,0,0,之后重新打
后天打给我,请求等下打来,1,1,0,0,0,0,0,之后重新打
后天,请求等下打来,1,1,0,0,0,0,0,之后重新打
和朋友在一起，不方便,请求等下打来,0,0,0,0,0,0,0,之后重新打
好多人啊,请求等下打来,1,1,0,0,0,0,0,之后重新打
好的，你到晚上78点联系我,请求等下打来,0,0,0,0,0,0,0,之后重新打
行，我明天处理,请求等下打来,1,1,0,0,0,0,0,之后重新打
过四十分钟打来,请求等下打来,0,0,0,0,0,0,0,之后重新打
过四分钟打来,请求等下打来,0,0,0,0,0,0,0,之后重新打
过十分钟打来,请求等下打来,0,0,0,0,0,0,0,之后重新打
过三分钟打来,请求等下打来,0,0,0,0,0,0,0,之后重新打
过两分钟打来,请求等下打来,0,0,0,0,0,0,0,之后重新打
过半小时打来,请求等下打来,0,0,0,0,0,0,0,之后重新打
等有空联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
等有空还,请求等下打来,0,0,0,0,0,0,0,之后重新打
等一下在联系,请求等下打来,0,0,0,0,0,0,0,之后重新打
等一下在打,请求等下打来,0,0,0,0,0,0,0,之后重新打
等一下再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
等一下联系,请求等下打来,0,0,0,0,0,0,0,之后重新打
等一下,请求等下打来,0,0,0,0,0,0,0,之后重新打
等一段时间,请求等下打来,0,0,0,0,0,0,0,之后重新打
等下再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
等下再聊,请求等下打来,0,0,0,0,0,0,0,之后重新打
等下午我联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
等下我发信息回复你,请求等下打来,0,0,0,0,0,0,0,之后重新打
等下说,请求等下打来,0,0,0,0,0,0,0,之后重新打
等下好吧,请求等下打来,0,0,0,0,0,0,0,之后重新打
等下打来,请求等下打来,0,0,0,0,0,0,0,之后重新打
等下打,请求等下打来,0,0,0,0,0,0,0,之后重新打
等下班再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
等下,请求等下打来,0,0,0,0,0,0,0,之后重新打
等我有空就给你回电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
等我有空的,请求等下打来,0,0,0,0,0,0,0,之后重新打
等我消息吧,请求等下打来,0,0,0,0,0,0,0,之后重新打
等我下高速的,请求等下打来,0,0,0,0,0,0,0,之后重新打
等我下班再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
等我下班联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
等我下班就去还,请求等下打来,0,0,0,0,0,0,0,之后重新打
等我下班就处理,请求等下打来,0,0,0,0,0,0,0,之后重新打
等我下班,请求等下打来,0,0,0,0,0,0,0,之后重新打
等我忙完的,请求等下打来,0,0,0,0,0,0,0,之后重新打
等我忙完,请求等下打来,0,0,0,0,0,0,0,之后重新打
等我开会结束联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
等我回去,请求等下打来,0,0,0,0,0,0,0,之后重新打
等我回家的,请求等下打来,0,0,0,0,0,0,0,之后重新打
等我和家里联系一下再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
等我好好想想再,请求等下打来,0,0,0,0,0,0,0,之后重新打
等我半小时,请求等下打来,0,0,0,0,0,0,0,之后重新打
等会在说,请求等下打来,0,0,0,0,0,0,0,之后重新打
等会在打,请求等下打来,0,0,0,0,0,0,0,之后重新打
等会再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
等会再联系吧,请求等下打来,0,0,0,0,0,0,0,之后重新打
等会再给我打电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
等会我再开会,请求等下打来,0,0,0,0,0,0,0,之后重新打
等会我朋友给我钱再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
等会我联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
等会说，,请求等下打来,0,0,0,0,0,0,0,之后重新打
等会说,请求等下打来,0,0,0,0,0,0,0,之后重新打
等会联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
等会联系,请求等下打来,0,0,0,0,0,0,0,之后重新打
等会来电,请求等下打来,0,0,0,0,0,0,0,之后重新打
等会就好,请求等下打来,0,0,0,0,0,0,0,之后重新打
等会回你,请求等下打来,0,0,0,0,0,0,0,之后重新打
等会回电话,请求等下打来,0,0,0,0,0,0,0,之后重新打
等会给你打过去,请求等下打来,0,0,0,0,0,0,0,之后重新打
等会的,请求等下打来,0,0,0,0,0,0,0,之后重新打
等会打来,请求等下打来,0,0,0,0,0,0,0,之后重新打
等会打过来,请求等下打来,0,0,0,0,0,0,0,之后重新打
等会打给我,请求等下打来,0,0,0,0,0,0,0,之后重新打
等会打给你，,请求等下打来,0,0,0,0,0,0,0,之后重新打
等会打给你,请求等下打来,0,0,0,0,0,0,0,之后重新打
等会打,请求等下打来,0,0,0,0,0,0,0,之后重新打
等会,请求等下打来,0,0,0,0,0,0,0,之后重新打
等哈会儿再做。,请求等下打来,0,0,0,0,0,0,0,之后重新打
等哈会儿，我再打。,请求等下打来,0,0,0,0,0,0,0,之后重新打
等等在说,请求等下打来,0,0,0,0,0,0,0,之后重新打
等等在打,请求等下打来,0,0,0,0,0,0,0,之后重新打
等等再说,请求等下打来,0,0,0,0,0,0,0,之后重新打
等等我再回复你,请求等下打来,0,0,0,0,0,0,0,之后重新打
等等说,请求等下打来,0,0,0,0,0,0,0,之后重新打
等等你在打来,请求等下打来,0,0,0,0,0,0,0,之后重新打
等等联系我哦,请求等下打来,0,0,0,0,0,0,0,之后重新打
等等联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
等等联系,请求等下打来,0,0,0,0,0,0,0,之后重新打
等等就处理,请求等下打来,0,0,0,0,0,0,0,之后重新打
等等会处理,请求等下打来,0,0,0,0,0,0,0,之后重新打
等等回电话给你,请求等下打来,0,0,0,0,0,0,0,之后重新打
等等的,请求等下打来,0,0,0,0,0,0,0,之后重新打
等等吧,请求等下打来,0,0,0,0,0,0,0,之后重新打
等等,请求等下打来,0,0,0,0,0,0,0,之后重新打
到时候联系你,请求等下打来,0,0,0,0,0,0,0,之后重新打
